name,position,team,injury_status,pass_comp,pass_att,pass_yds,pass_td,int,rush_car,rush_yds,rush_td,rec,rec_yds,rec_td,tar,tackles,sacks,forced_fumbles,fum_rec,def_int,int_td,fum_td,espn_fpts
Cam Ward,QB,TEN,,355,558.3,3754.2,16.4,10.3,46.6,200.4,2,0,0,0,0,0,0,0,0,0,0,0,218.8
C.J. Stroud,QB,HOU,,351.2,551.1,3946,21.4,12.1,57.1,248.9,1,0,0,0,0,0,0,0,0,0,0,0,245.7
Jack Bech,WR,LV,,0,0,0,0,0,0,0,0,37.9,440.8,1.6,59.6,0,0,0,0,0,0,0,91.3
Tre' Harris,WR,LAC,,0,0,0,0,0,0,0,0,34.5,407.8,2.5,53.1,0,0,0,0,0,0,0,89.4
Isaac TeSlaa,WR,DET,,0,0,0,0,0,0,0,0,23.7,301.6,3.2,37.7,0,0,0,0,0,0,0,72.9
Pat Freiermuth,TE,PIT,,0,0,0,0,0,0,0,0,59.9,600.7,2.8,85,0,0,0,0,0,0,0,135.9
Dalton Schultz,TE,HOU,,0,0,0,0,0,0,0,0,59.4,556.4,3.1,82.3,0,0,0,0,0,0,0,133.4
Ryan Flournoy,WR,DAL,,0,0,0,0,0,2.2,12.3,0.1,34,384.5,2.7,50.9,0,0,0,0,0,0,0,89.7
Cooper Kupp,WR,SEA,,0,0,0,0,0,0,0,0,37.9,471.5,2.8,57.2,0,0,0,0,0,0,0,101.5
Tank Dell,WR,HOU,Q,0,0,0,0,0,8.4,44.6,0.2,24.1,287.6,1.7,38.4,0,0,0,0,0,0,0,68.6
Kaytron Allen,RB,WSH,,0,0,0,0,0,12.2,50.7,0.4,4.3,29.1,0.2,5.2,0,0,0,0,0,0,0,15.8
Nicholas Singleton,RB,TEN,,0,0,0,0,0,20.3,83.4,0.5,4.3,29.9,0.2,5.5,0,0,0,0,0,0,0,19.7
Demond Claiborne,RB,MIN,,0,0,0,0,0,26.3,110,0.8,4.5,29.4,0.2,5.5,0,0,0,0,0,0,0,24
Gunnar Helm,TE,TEN,,0,0,0,0,0,0,0,0,57.8,495.2,3.3,77.2,0,0,0,0,0,0,0,126.5
Oronde Gadsden,TE,LAC,,0,0,0,0,0,0,0,0,45.4,484.7,3.8,63.7,0,0,0,0,0,0,0,115.9
Chig Okonkwo,TE,WSH,,0,0,0,0,0,0,0,0,53.7,554.7,2.2,72.2,0,0,0,0,0,0,0,122.3
Sam Darnold,QB,SEA,,335.1,512.8,4011.7,24,12.3,44.1,125.4,0.8,0,0,0,0,0,0,0,0,0,0,0,242.3
Bryce Young,QB,CAR,,334.3,537.1,3634,20.3,12.1,57.8,272.4,2.1,0,0,0,0,0,0,0,0,0,0,0,237.7
Fernando Mendoza,QB,LV,,283.4,447.9,3052.5,14.2,10.5,52.1,226.3,1.9,0,0,0,0,0,0,0,0,0,0,0,187.4
Jonah Coleman,RB,DEN,,0,0,0,0,0,24.5,101.8,0.8,13.1,94.1,0.6,17,0,0,0,0,0,0,0,40.8
Seth McGowan,RB,IND,,0,0,0,0,0,12.6,52.1,0.4,4.4,28.8,0.2,5.2,0,0,0,0,0,0,0,15.7
Emmett Johnson,RB,KC,,0,0,0,0,0,49.4,205.3,1.6,8.4,59.2,0.4,10.9,0,0,0,0,0,0,0,46.3
Zachariah Branch,WR,ATL,,0,0,0,0,0,0,0,0,31.4,382.1,1.9,49.3,0,0,0,0,0,0,0,82.5
Dylan Sampson,RB,CLE,,0,0,0,0,0,54.5,227.2,1,29.6,206.8,1.2,36.2,0,0,0,0,0,0,0,86.6
Samaje Perine,RB,CIN,,0,0,0,0,0,101.8,443.5,3.3,18.8,139.2,0.7,22.9,0,0,0,0,0,0,0,100.6
Caleb Douglas,WR,MIA,Q,0,0,0,0,0,0,0,0,31.2,405.9,1.5,50.3,0,0,0,0,0,0,0,80.4
Jalen Tolbert,WR,MIA,,0,0,0,0,0,0,0,0,35.4,441.7,1.8,60.4,0,0,0,0,0,0,0,89.7
Malik Washington,WR,MIA,,0,0,0,0,0,12.9,77.5,0.4,41,432.1,1.6,60.4,0,0,0,0,0,0,0,105.9
Christian Kirk,WR,SF,,0,0,0,0,0,0,0,0,23,318,2.1,38.1,0,0,0,0,0,0,0,67.1
Savion Williams,WR,GB,,0,0,0,0,0,9,47,0.3,23.9,272,2,36.7,0,0,0,0,0,0,0,69.9
Chris Brazzell II,WR,CAR,,0,0,0,0,0,0,0,0,22.5,287.8,1.7,36.4,0,0,0,0,0,0,0,61
De'Zhaun Stribling,WR,SF,,0,0,0,0,0,0,0,0,20.5,300.7,2,32.8,0,0,0,0,0,0,0,62.2
Buccaneers D/ST,DST,TB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9
Packers D/ST,DST,GB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2
Chase McLaughlin,K,TB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.2
LeQuint Allen Jr.,RB,JAX,,0,0,0,0,0,8,33.9,0.2,21.7,148,0.8,28.4,0,0,0,0,0,0,0,46.4
Jaylen Wright,RB,MIA,,0,0,0,0,0,55.8,233.1,1.1,7.5,56,0.2,10.1,0,0,0,0,0,0,0,43.3
Ollie Gordon II,RB,MIA,,0,0,0,0,0,49.4,202.8,1.2,3.9,27.8,0.1,5,0,0,0,0,0,0,0,34.8
Kimani Vidal,RB,LAC,,0,0,0,0,0,37.4,153,1.2,7.8,62.6,0.4,10.6,0,0,0,0,0,0,0,38.9
Adam Randall,RB,BAL,,0,0,0,0,0,29.2,121.1,0.9,3.6,28.8,0.2,4.7,0,0,0,0,0,0,0,25
MarShawn Lloyd,RB,GB,,0,0,0,0,0,67.2,286,2.1,12.1,85.2,0.6,15.7,0,0,0,0,0,0,0,64.6
Emari Demercado,RB,KC,,0,0,0,0,0,53.6,254.7,1.4,15.7,108,0.6,21.7,0,0,0,0,0,0,0,63.5
Jaydon Blue,RB,DAL,,0,0,0,0,0,48.6,205,1.5,8.8,61.9,0.4,11.3,0,0,0,0,0,0,0,46.8
Kaleb Johnson,RB,PIT,,0,0,0,0,0,8.6,35.8,0.2,0,0,0,0,0,0,0,0,0,0,0,4.8
Ty Johnson,RB,BUF,,0,0,0,0,0,50.8,219.2,2.1,21.6,208,1.3,30.7,0,0,0,0,0,0,0,84.8
Kyle Juszczyk,RB,SF,,0,0,0,0,0,4.4,18.6,0.2,20.6,164,1,26.3,0,0,0,0,0,0,0,45.6
Chris Brooks,RB,GB,,0,0,0,0,0,22.4,98.4,0.6,15.7,111.1,0.6,21,0,0,0,0,0,0,0,43.7
Xavier Legette,WR,CAR,,0,0,0,0,0,2.1,10.8,0.1,26.6,308.1,2.1,46.8,0,0,0,0,0,0,0,70.9
Pat Bryant,WR,DEN,,0,0,0,0,0,0,0,0,28.4,319.7,2.1,45.2,0,0,0,0,0,0,0,72.7
Colts D/ST,DST,IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5
Evan McPherson,K,CIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
Nick Folk,K,ATL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.2
AJ Barner,TE,SEA,Q,0,0,0,0,0,9.2,17.9,0.5,44.7,432.5,3.6,60.5,0,0,0,0,0,0,0,113.7
Greg Dulcich,TE,MIA,,0,0,0,0,0,0,0,0,51.8,581,1.6,75.4,0,0,0,0,0,0,0,119.2
Cade Otton,TE,TB,,0,0,0,0,0,0,0,0,44.5,440,2.3,64,0,0,0,0,0,0,0,102
Tory Horton,WR,SEA,Q,0,0,0,0,0,0,0,0,21.6,298.9,2.3,35.3,0,0,0,0,0,0,0,65.5
Ja'Kobi Lane,WR,BAL,,0,0,0,0,0,0,0,0,25.8,393.3,2.9,42,0,0,0,0,0,0,0,81.9
Ted Hurst III,WR,TB,,0,0,0,0,0,0,0,0,22.8,294.6,2.1,37.3,0,0,0,0,0,0,0,64.9
Keon Coleman,WR,BUF,,0,0,0,0,0,0,0,0,19.4,266,2.2,32.5,0,0,0,0,0,0,0,59.8
George Holani,RB,SEA,,0,0,0,0,0,38.9,164.2,1.5,8,62.2,0.3,10.6,0,0,0,0,0,0,0,41.5
Isaiah Davis,RB,NYJ,,0,0,0,0,0,21.7,99,0.7,12.9,95.3,0.4,15.9,0,0,0,0,0,0,0,39.3
Geno Smith,QB,NYJ,,361.1,530.7,3813.4,20.3,14.3,58,219.9,1,0,0,0,0,0,0,0,0,0,0,0,232
Aaron Rodgers,QB,PIT,,362.6,568.6,3764.3,20,11.1,28.1,99.5,0.9,0,0,0,0,0,0,0,0,0,0,0,218
Deshaun Watson,QB,CLE,,191.5,311.5,2040.5,8.3,7,42,210.9,1,0,0,0,0,0,0,0,0,0,0,0,123.8
Jacoby Brissett,QB,ARI,,327,516.5,3359,15,9.2,47.2,210.3,1.3,0,0,0,0,0,0,0,0,0,0,0,199.8
Elijah Sarratt,WR,BAL,,0,0,0,0,0,0,0,0,19.5,294.4,1.8,32.7,0,0,0,0,0,0,0,59.3
Dontayvion Wicks,WR,PHI,,0,0,0,0,0,0,0,0,24.3,309.9,1.8,39.3,0,0,0,0,0,0,0,65.6
Kayshon Boutte,WR,NE,,0,0,0,0,0,0,0,0,23.5,319,2.1,36.3,0,0,0,0,0,0,0,67.7
Nick Westbrook-Ikhine,WR,IND,,0,0,0,0,0,0,0,0,34.3,432.7,3,57.6,0,0,0,0,0,0,0,95.6
Darius Slayton,WR,NYG,Q,0,0,0,0,0,2.2,12.3,0.1,30.9,428,2,49.3,0,0,0,0,0,0,0,86.8
DJ Giddens,RB,IND,,0,0,0,0,0,33.6,141.5,1,8.6,56.7,0.3,10.5,0,0,0,0,0,0,0,36
Malik Davis,RB,DAL,,0,0,0,0,0,44.2,192.2,1.4,4.2,29.6,0.2,5.7,0,0,0,0,0,0,0,35.6
Sean Tucker,RB,TB,,0,0,0,0,0,43.6,182.2,2.5,0,0,0,0,0,0,0,0,0,0,0,33.2
Trevor Etienne,RB,CAR,,0,0,0,0,0,24.8,105.6,0.6,8.2,59.2,0.3,10.4,0,0,0,0,0,0,0,31.8
Emanuel Wilson,RB,SEA,,0,0,0,0,0,11.4,48,0.4,1.4,10.3,0.1,1.8,0,0,0,0,0,0,0,9.9
Will Shipley,RB,PHI,,0,0,0,0,0,9.2,39.6,0.3,11.3,83.4,0.4,14.7,0,0,0,0,0,0,0,28
Devin Singletary,RB,NYG,,0,0,0,0,0,35.6,142.6,1,4.2,26.3,0.1,5.1,0,0,0,0,0,0,0,27.4
Hunter Luepke,RB,DAL,,0,0,0,0,0,13.3,56.1,0.4,8.6,61.7,0.4,11.3,0,0,0,0,0,0,0,25.1
Dyami Brown,WR,WSH,,0,0,0,0,0,0,0,0,29.9,394.5,2.7,46.4,0,0,0,0,0,0,0,85.3
Bengals D/ST,DST,CIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.7
Bears D/ST,DST,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2
Trey Smack,K,GB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.1
Jake Elliott,K,PHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.8
Mike Gesicki,TE,CIN,,0,0,0,0,0,0,0,0,40.1,393.3,4.6,57.2,0,0,0,0,0,0,0,107
Evan Engram,TE,DEN,,0,0,0,0,0,0,0,0,47.3,463.5,2.2,67.8,0,0,0,0,0,0,0,106.4
David Njoku,TE,LAC,,0,0,0,0,0,0,0,0,32.6,336.6,3.1,47.8,0,0,0,0,0,0,0,84.8
Michael Mayer,TE,LV,,0,0,0,0,0,0,0,0,36.9,363.5,1.3,54.2,0,0,0,0,0,0,0,80.8
Jake Tonges,TE,SF,Q,0,0,0,0,0,0,0,0,13.3,136.5,1.1,18.5,0,0,0,0,0,0,0,33.5
Jahan Dotson,WR,ATL,,0,0,0,0,0,0,0,0,31.9,401,2,54.8,0,0,0,0,0,0,0,84.1
Andrei Iosivas,WR,CIN,,0,0,0,0,0,2,11.2,0.1,27.3,317.3,2.8,45.8,0,0,0,0,0,0,0,77.1
Tua Tagovailoa,QB,ATL,,204.1,301.9,2168.8,10.4,8,15.9,43.8,0.3,0,0,0,0,0,0,0,0,0,0,0,114.5
49ers D/ST,DST,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2
Jets D/ST,DST,NYJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.5
Saints D/ST,DST,NO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6
Panthers D/ST,DST,CAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9
Shedeur Sanders,QB,CLE,,146.9,232.2,1623.2,7.1,5.6,21.2,119.3,0.6,0,0,0,0,0,0,0,0,0,0,0,96.5
Kirk Cousins,QB,LV,,78.4,118.1,832.7,4.2,2.7,5.7,11.1,0.3,0,0,0,0,0,0,0,0,0,0,0,46.1
Tyler Badie,RB,DEN,,0,0,0,0,0,4.1,17.6,0.1,8,65.5,0.4,11.3,0,0,0,0,0,0,0,19.5
Tahj Brooks,RB,CIN,,0,0,0,0,0,30.5,129.3,0.9,0,0,0,0,0,0,0,0,0,0,0,18.5
Alec Ingold,RB,LAC,,0,0,0,0,0,2.1,8.6,0.1,7.9,58.2,0.2,10.6,0,0,0,0,0,0,0,16.3
Adam Prentice,RB,DEN,,0,0,0,0,0,4.1,17.4,0.1,4.1,29.8,0.1,5.7,0,0,0,0,0,0,0,10.5
Connor Heyward,RB,LV,,0,0,0,0,0,4.2,17.6,0.1,4,28.9,0.2,5.4,0,0,0,0,0,0,0,10.3
Andrew Beck,RB,NYJ,,0,0,0,0,0,0,0,0,4.2,28.2,0.2,5.3,0,0,0,0,0,0,0,8.4
Riley Nowakowski,TE,PIT,,0,0,0,0,0,0,0,0,4.3,29,0.2,5.7,0,0,0,0,0,0,0,8.1
Michael Penix Jr.,QB,ATL,Q,168.3,265.2,1884.1,9.5,5.1,19.3,76.7,0.9,0,0,0,0,0,0,0,0,0,0,0,113.6
Ja'Tavion Sanders,TE,CAR,,0,0,0,0,0,0,0,0,34.8,301.5,2.1,46.8,0,0,0,0,0,0,0,77.2
Colby Parkinson,TE,LAR,,0,0,0,0,0,0,0,0,24,249,2.7,33.7,0,0,0,0,0,0,0,64.6
Elijah Arroyo,TE,SEA,,0,0,0,0,0,0,0,0,24.1,264.1,1.7,35.3,0,0,0,0,0,0,0,60.6
Darnell Washington,TE,PIT,,0,0,0,0,0,0,0,0,31,304.1,1.9,45.4,0,0,0,0,0,0,0,72.2
J.J. McCarthy,QB,MIN,,54.5,85.8,598.7,3.3,2.3,9.8,43.8,0.6,0,0,0,0,0,0,0,0,0,0,0,39.9
Carson Beck,QB,ARI,,40.8,66.3,448.4,2.5,1.5,6.6,29.2,0.3,0,0,0,0,0,0,0,0,0,0,0,28.9
Justin Fields,QB,KC,,12.8,20.6,140.2,0.9,0.4,2.8,15.3,0.2,0,0,0,0,0,0,0,0,0,0,0,10.6
Joe Flacco,QB,CIN,,15.2,24.6,164.4,1.3,0.7,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,10.5
Mac Jones,QB,SF,Q,14.7,22.4,145.7,0.9,0.6,0.9,2.2,0,0,0,0,0,0,0,0,0,0,0,0,8.6
Reggie Gilliam,RB,NE,,0,0,0,0,0,0,0,0,4.1,29.8,0.1,5.2,0,0,0,0,0,0,0,7.9
Patrick Ricard,RB,NYG,,0,0,0,0,0,0,0,0,3.9,26.9,0.1,5.1,0,0,0,0,0,0,0,7.4
Kendre Miller,RB,NO,Q,0,0,0,0,0,12.9,54.6,0.3,0,0,0,0,0,0,0,0,0,0,0,7.3
Eli Stowers,TE,PHI,Q,0,0,0,0,0,4.6,19.9,0.2,14.3,142.8,1,19.7,0,0,0,0,0,0,0,37.6
Dawson Knox,TE,BUF,,0,0,0,0,0,0,0,0,25,265.1,2.8,35.8,0,0,0,0,0,0,0,68.3
Mason Taylor,TE,NYJ,,0,0,0,0,0,0,0,0,27.5,231.5,1.1,37.2,0,0,0,0,0,0,0,57.5
Theo Johnson,TE,NYG,,0,0,0,0,0,0,0,0,26,274.1,1.6,38.6,0,0,0,0,0,0,0,63.2
Tyler Higbee,TE,LAR,,0,0,0,0,0,0,0,0,15.3,154.3,1.3,22.5,0,0,0,0,0,0,0,38.1
Max Klare,TE,LAR,,0,0,0,0,0,0,0,0,4,38.1,0.4,5.6,0,0,0,0,0,0,0,10
Tommy Tremble,TE,CAR,,0,0,0,0,0,0,0,0,25.6,250.1,1.9,36.4,0,0,0,0,0,0,0,61.8
Noah Gray,TE,KC,,0,0,0,0,0,0,0,0,26.1,261.9,1.4,38.1,0,0,0,0,0,0,0,60.6
Cole Kmet,TE,CHI,,0,0,0,0,0,0,0,0,21.7,219.1,1.7,30.9,0,0,0,0,0,0,0,53.6
Noah Fant,TE,NO,,0,0,0,0,0,0,0,0,21.3,179.9,1,27.4,0,0,0,0,0,0,0,44.9
Austin Hooper,TE,ATL,,0,0,0,0,0,0,0,0,20.5,181.3,0.8,27.4,0,0,0,0,0,0,0,43.4
Elijah Higgins,TE,ARI,,0,0,0,0,0,0,0,0,20.9,182.4,0.7,28.6,0,0,0,0,0,0,0,43
Mason Rudolph,QB,PIT,,15,23.3,162.9,0.9,0.7,1.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,8.9
Jameis Winston,QB,NYG,,13.6,22.3,163.4,0.9,0.9,0.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,8.7
Ty Simpson,QB,LAR,,13.5,21.9,146.4,1.2,0.6,1.1,4.8,0.1,0,0,0,0,0,0,0,0,0,0,0,10.1
Riley Leonard,QB,IND,,14.6,22.7,158.1,0.8,0.5,1.2,5.4,0.1,0,0,0,0,0,0,0,0,0,0,0,9.4
Joe Milton III,QB,DAL,,14.8,22.8,159.4,1.1,0.5,1.4,5.9,0.1,0,0,0,0,0,0,0,0,0,0,0,10.7
Jarrett Stidham,QB,DEN,,13.8,22.2,161.3,1.1,0.6,1.6,6.8,0,0,0,0,0,0,0,0,0,0,0,0,10.4
Nick Mullens,QB,JAX,,15.4,23.7,179.3,1.1,0.8,1.1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,10.3
Tommy DeVito,QB,NE,,14.6,22.5,149.8,1,0.4,1.9,9.5,0.1,0,0,0,0,0,0,0,0,0,0,0,10.3
Jake Browning,QB,TB,,14.6,21.9,162.7,1,0.7,1.3,5.5,0.1,0,0,0,0,0,0,0,0,0,0,0,10.3
Charlie Smyth,K,NO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.6
Wil Lutz,K,DEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.6
Tyler Bass,K,BUF,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.7
Ben Sauls,K,NYG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Grupe,K,IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.8
Jake Moody,K,WSH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.5
Andy Borregales,K,NE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Zane Gonzalez,K,MIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.4
Matt Gay,K,LV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.2
Ryan Fitzgerald,K,CAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.2
Joey Slye,K,TEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.1
Chad Ryland,K,ARI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.7
Andre Szmyt,K,CLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4
Jason Sanders,K,NYJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.3
Giants D/ST,DST,NYG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5
Titans D/ST,DST,TEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9
Cowboys D/ST,DST,DAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.6
Commanders D/ST,DST,WSH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6
Falcons D/ST,DST,ATL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Raiders D/ST,DST,LV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
Bills D/ST,DST,BUF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3
Cardinals D/ST,DST,ARI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.3
Dolphins D/ST,DST,MIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2
Tyquan Thornton,WR,KC,,0,0,0,0,0,0,0,0,23.8,358.9,2.9,43.5,0,0,0,0,0,0,0,77.1
Van Jefferson,WR,WSH,,0,0,0,0,0,0,0,0,28,357.7,1.9,46.4,0,0,0,0,0,0,0,75.2
Marvin Mims Jr.,WR,DEN,,0,0,0,0,0,8.2,45,0.3,24.2,272.5,1.6,33.9,0,0,0,0,0,0,0,69.8
KaVontae Turpin,WR,DAL,,0,0,0,0,0,17.7,102.4,0.4,18.2,230.3,1.7,28.3,0,0,0,0,0,0,0,66.9
Jaylin Lane,WR,WSH,,0,0,0,0,0,0,0,0,22.8,280.9,1.8,36.1,0,0,0,0,0,0,0,64
DeMario Douglas,WR,NE,,0,0,0,0,0,4.1,21.4,0.2,22.7,271,1.5,31.1,0,0,0,0,0,0,0,61.4
Devaughn Vele,WR,NO,,0,0,0,0,0,0,0,0,25.1,257.5,1.7,38.3,0,0,0,0,0,0,0,60.7
Tutu Atwell,WR,MIA,,0,0,0,0,0,2.1,11.3,0.1,20.4,291.7,0.4,35.2,0,0,0,0,0,0,0,53.4
Kevin Coleman Jr.,WR,MIA,,0,0,0,0,0,0,0,0,21.1,270.5,0.7,35.2,0,0,0,0,0,0,0,51.8
Hollywood Brown,WR,PHI,,0,0,0,0,0,0,0,0,18.6,233,1.5,29.5,0,0,0,0,0,0,0,50.8
Troy Franklin,WR,DEN,,0,0,0,0,0,2,10.6,0.1,17,215.9,1.8,28.3,0,0,0,0,0,0,0,50.7
Kendrick Bourne,WR,ARI,,0,0,0,0,0,0,0,0,22.7,239.7,0.7,34.4,0,0,0,0,0,0,0,50.3
Kalif Raymond,WR,CHI,,0,0,0,0,0,4.6,27.2,0.2,19.2,186.9,0.9,25.7,0,0,0,0,0,0,0,48
Ashton Dulin,WR,IND,,0,0,0,0,0,4.2,26.4,0.2,17,205.7,0.9,26.2,0,0,0,0,0,0,0,46.9
Jalen Royals,WR,KC,,0,0,0,0,0,0,0,0,17.1,198.7,1.6,27.2,0,0,0,0,0,0,0,46.1
Treylon Burks,WR,WSH,,0,0,0,0,0,0,0,0,15.7,215.5,1.3,25.8,0,0,0,0,0,0,0,45
Joshua Palmer,WR,BUF,,0,0,0,0,0,0,0,0,16.9,205.5,1.2,27.4,0,0,0,0,0,0,0,44.8
Skyler Bell,WR,BUF,,0,0,0,0,0,0,0,0,15.1,205.5,1.2,25.6,0,0,0,0,0,0,0,42.7
Bryce Lance,WR,NO,,0,0,0,0,0,0,0,0,16.4,204.3,0.9,27.4,0,0,0,0,0,0,0,42.2
Xavier Hutchinson,WR,HOU,,0,0,0,0,0,2.1,12.4,0.1,15.6,191.6,0.9,27.4,0,0,0,0,0,0,0,41.8
Jordan Whittington,WR,LAR,,0,0,0,0,0,2.3,12.1,0.1,15,171.9,1.2,22.5,0,0,0,0,0,0,0,41.6
Olamide Zaccheaus,WR,ATL,,0,0,0,0,0,0,0,0,17.9,179.2,0.8,27.4,0,0,0,0,0,0,0,40.4
Erick All Jr.,TE,CIN,Q,0,0,0,0,0,0,0,0,17.3,155.6,1.2,22.9,0,0,0,0,0,0,0,40.1
Will Kacmarek,TE,MIA,,0,0,0,0,0,0,0,0,18.1,174.6,0.8,25.1,0,0,0,0,0,0,0,39.9
Drew Sample,TE,CIN,,0,0,0,0,0,0,0,0,17.3,146.2,1.2,22.9,0,0,0,0,0,0,0,38.7
Josh Oliver,TE,MIN,Q,0,0,0,0,0,0,0,0,16.6,150.7,1.1,22.1,0,0,0,0,0,0,0,38.4
Odell Beckham Jr.,WR,NYG,,0,0,0,0,0,0.5,2.7,0,14.3,175.9,0.9,23.3,0,0,0,0,0,0,0,37.8
Eli Raridon,TE,NE,,0,0,0,0,0,0,0,0,15.6,150.6,1.1,20.8,0,0,0,0,0,0,0,37
Zavion Thomas,WR,CHI,,0,0,0,0,0,0,0,0,12.5,153.5,1.2,20.6,0,0,0,0,0,0,0,36.2
Devontez Walker,WR,BAL,,0,0,0,0,0,0,0,0,11.6,166.4,1.2,18.7,0,0,0,0,0,0,0,35.1
Mitchell Evans,TE,CAR,,0,0,0,0,0,0,0,0,14.9,143.1,0.9,20.8,0,0,0,0,0,0,0,34.8
Cade Stover,TE,HOU,,0,0,0,0,0,4.2,9.6,0.1,15.5,134.3,0.7,21.9,0,0,0,0,0,0,0,34.8
John Bates,TE,WSH,,0,0,0,0,0,0,0,0,14.8,134.4,1.1,20.6,0,0,0,0,0,0,0,34.7
Malachi Fields,WR,NYG,,0,0,0,0,0,0,0,0,13.2,157.6,0.9,20.3,0,0,0,0,0,0,0,34.2
Luke Musgrave,TE,GB,Q,0,0,0,0,0,0,0,0,15,136.3,0.7,21,0,0,0,0,0,0,0,32.6
Dont'e Thornton Jr.,WR,LV,,0,0,0,0,0,0,0,0,12.1,167.7,0.6,21.7,0,0,0,0,0,0,0,32.4
Chimere Dike,WR,TEN,,0,0,0,0,0,10.1,50.2,0.6,7.1,73.7,0.5,11,0,0,0,0,0,0,0,30.5
Tanner Hudson,TE,CIN,,0,0,0,0,0,0,0,0,13.1,110.2,0.9,17.2,0,0,0,0,0,0,0,29.3
Konata Mumpfield,WR,LAR,,0,0,0,0,0,0,0,0,9.9,126.6,1.1,16.9,0,0,0,0,0,0,0,29.3
Adam Trautman,TE,DEN,,0,0,0,0,0,0,0,0,11.7,113,1,17,0,0,0,0,0,0,0,28.8
Mack Hollins,WR,NE,,0,0,0,0,0,0,0,0,10.8,126.7,0.8,15.6,0,0,0,0,0,0,0,28
Luke Schoonmaker,TE,DAL,,0,0,0,0,0,0,0,0,11.4,110.3,0.9,17,0,0,0,0,0,0,0,27.8
Jackson Hawes,TE,BUF,,0,0,0,0,0,0,0,0,11.1,110.2,0.9,15.3,0,0,0,0,0,0,0,27.5
Brenen Thompson,WR,LAC,,0,0,0,0,0,2.1,11.3,0.1,9.5,120.8,0.7,15.9,0,0,0,0,0,0,0,27.4
KeAndre Lambert-Smith,WR,LAC,,0,0,0,0,0,0,0,0,9.6,120.8,0.8,15.9,0,0,0,0,0,0,0,27.2
Mo Alie-Cox,TE,IND,,0,0,0,0,0,0,0,0,10.9,110.7,0.9,15.7,0,0,0,0,0,0,0,27.1
Ben Sinnott,TE,WSH,,0,0,0,0,0,0,0,0,11.6,105.6,0.8,15.5,0,0,0,0,0,0,0,26.8
