name,position,team,injury_status,pass_comp,pass_att,pass_yds,pass_td,int,rush_car,rush_yds,rush_td,rec,rec_yds,rec_td,tar,tackles,sacks,forced_fumbles,fum_rec,def_int,int_td,fum_td,espn_fpts
Sam Darnold,QB,SEA,,335.1,512.6,4013.2,24,12.4,44.1,125.6,0.8,0,0,0,0,0,0,0,0,0,0,0,242.6
Devaughn Vele,WR,NO,,0,0,0,0,0,0,0,0,49.5,544.4,3.4,75.7,0,0,0,0,0,0,0,123.8
Germie Bernard,WR,PIT,,0,0,0,0,0,2.1,11.7,0.1,40.4,504.4,2.8,68,0,0,0,0,0,0,0,108.8
Jauan Jennings,WR,MIN,,0,0,0,0,0,0,0,0,46.5,486.3,3.3,71.9,0,0,0,0,0,0,0,114.6
Tre' Harris,WR,LAC,,0,0,0,0,0,0,0,0,34.5,410.5,2.5,53.1,0,0,0,0,0,0,0,89.9
Ryan Flournoy,WR,DAL,,0,0,0,0,0,2.2,12.4,0.1,33.8,383,2.7,50.6,0,0,0,0,0,0,0,89.3
Pat Freiermuth,TE,PIT,,0,0,0,0,0,0,0,0,59.9,603,2.8,85,0,0,0,0,0,0,0,136.4
Dalton Schultz,TE,HOU,,0,0,0,0,0,0,0,0,59.6,553.5,3.1,82.2,0,0,0,0,0,0,0,133.3
Zachariah Branch,WR,ATL,,0,0,0,0,0,0,0,0,31.4,381.7,1.9,49.3,0,0,0,0,0,0,0,82.5
Omar Cooper Jr.,WR,NYJ,,0,0,0,0,0,2.2,12,0.1,25.2,300.7,1.7,37.2,0,0,0,0,0,0,0,67.3
Kayshon Boutte,WR,NE,,0,0,0,0,0,0,0,0,30.3,414,2.7,46.7,0,0,0,0,0,0,0,87.5
Malik Washington,WR,MIA,,0,0,0,0,0,12.9,77.7,0.4,45.2,479.4,1.8,66.5,0,0,0,0,0,0,0,115.9
Jordan James,RB,SF,Q,0,0,0,0,0,35.4,151.2,1,4.1,31.3,0.2,5.3,0,0,0,0,0,0,0,29.2
Kaelon Black,RB,SF,,0,0,0,0,0,75.2,311.5,2.2,8.2,63,0.4,10.5,0,0,0,0,0,0,0,60.5
Kimani Vidal,RB,LAC,,0,0,0,0,0,33.3,136.4,1.1,7.8,63,0.4,10.6,0,0,0,0,0,0,0,36.4
Gunnar Helm,TE,TEN,,0,0,0,0,0,0,0,0,57.7,499.2,3.3,77.1,0,0,0,0,0,0,0,127
Chig Okonkwo,TE,WSH,,0,0,0,0,0,0,0,0,51.3,560.4,2.3,72.1,0,0,0,0,0,0,0,121.3
AJ Barner,TE,SEA,,0,0,0,0,0,9.2,18,0.5,44.7,432.7,3.6,60.5,0,0,0,0,0,0,0,113.8
Bryce Young,QB,CAR,,335.8,539.7,3639.8,20.3,12.1,57.8,272.3,2.1,0,0,0,0,0,0,0,0,0,0,0,237.5
Cam Ward,QB,TEN,,355.1,557.7,3759.9,16.6,10.3,46.6,200.8,2,0,0,0,0,0,0,0,0,0,0,0,219.9
Jacoby Brissett,QB,ARI,,326.8,516.8,3354.5,14.9,9.2,47.2,209.9,1.3,0,0,0,0,0,0,0,0,0,0,0,198.9
Jaylen Wright,RB,MIA,,0,0,0,0,0,55.9,233.8,1.1,7.5,55.9,0.2,10.1,0,0,0,0,0,0,0,43.4
Ollie Gordon II,RB,MIA,,0,0,0,0,0,49.4,203.5,1.2,3.9,27.7,0.1,5,0,0,0,0,0,0,0,34.9
Samaje Perine,RB,CIN,,0,0,0,0,0,101.1,440.6,3.3,18.8,139.4,0.7,23,0,0,0,0,0,0,0,100.5
Cooper Kupp,WR,SEA,,0,0,0,0,0,0,0,0,37.9,471.7,2.8,57.2,0,0,0,0,0,0,0,101.5
Ty Johnson,RB,BUF,Q,0,0,0,0,0,50.8,219.4,2.1,21.6,208,1.3,30.7,0,0,0,0,0,0,0,84.8
Isaiah Davis,RB,NYJ,Q,0,0,0,0,0,39.1,178.4,1.3,12.9,96.4,0.4,15.9,0,0,0,0,0,0,0,51
Xavier Legette,WR,CAR,,0,0,0,0,0,2.1,10.7,0.1,35.9,417.5,2.6,62.7,0,0,0,0,0,0,0,94.1
Jahan Dotson,WR,ATL,,0,0,0,0,0,0,0,0,35.2,443.3,2.3,60.2,0,0,0,0,0,0,0,92.8
Darius Slayton,WR,NYG,,0,0,0,0,0,2.2,12.2,0.1,31.5,439.9,2,50.6,0,0,0,0,0,0,0,88.7
Jalen Tolbert,WR,MIA,,0,0,0,0,0,0,0,0,33.8,420.3,1.7,57.6,0,0,0,0,0,0,0,85.6
Chris Bell,WR,MIA,Q,0,0,0,0,0,0,0,0,23.8,309.8,1.2,38.5,0,0,0,0,0,0,0,61.4
Antonio Williams,WR,WSH,,0,0,0,0,0,4.1,22.4,0.2,25.9,344.4,2.3,41.2,0,0,0,0,0,0,0,77.8
Tyquan Thornton,WR,KC,,0,0,0,0,0,0,0,0,23.8,359.3,3,43.4,0,0,0,0,0,0,0,77.5
Keon Coleman,WR,BUF,Q,0,0,0,0,0,0,0,0,24.4,337.7,2.8,40.9,0,0,0,0,0,0,0,75.4
Buccaneers D/ST,DST,TB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8
Packers D/ST,DST,GB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3
Chris Boswell,K,PIT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.9
Chase McLaughlin,K,TB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.2
Jaydon Blue,RB,DAL,Q,0,0,0,0,0,62.4,263,1.9,8.7,61.7,0.4,11.2,0,0,0,0,0,0,0,54.9
Kaytron Allen,RB,WSH,,0,0,0,0,0,12.3,50.8,0.4,4.1,29.4,0.2,5.2,0,0,0,0,0,0,0,15.7
Nicholas Singleton,RB,TEN,,0,0,0,0,0,20.3,83.7,0.6,4.3,30.2,0.2,5.5,0,0,0,0,0,0,0,19.8
Demond Claiborne,RB,MIN,,0,0,0,0,0,14.2,59.3,0.4,4.5,29.4,0.2,5.5,0,0,0,0,0,0,0,16.8
Adam Randall,RB,BAL,,0,0,0,0,0,29.3,121.3,0.9,3.6,28.8,0.2,4.7,0,0,0,0,0,0,0,25.1
Emmett Johnson,RB,KC,,0,0,0,0,0,49.5,206.3,1.6,8.4,59.4,0.4,10.9,0,0,0,0,0,0,0,46.6
LeQuint Allen Jr.,RB,JAX,Q,0,0,0,0,0,8,34,0.2,21.7,148.2,0.8,28.3,0,0,0,0,0,0,0,46.4
George Holani,RB,SEA,,0,0,0,0,0,38.8,164.1,1.5,8,62.2,0.3,10.6,0,0,0,0,0,0,0,41.5
Sean Tucker,RB,TB,,0,0,0,0,0,43.6,182.2,2.4,2,14.4,0.1,2.7,0,0,0,0,0,0,0,36.9
Emari Demercado,RB,KC,,0,0,0,0,0,53.7,255.9,1.4,15.7,108.3,0.6,21.7,0,0,0,0,0,0,0,63.8
Chris Brooks,RB,GB,,0,0,0,0,0,22.4,98.3,0.6,11.8,82.5,0.4,15.7,0,0,0,0,0,0,0,36
DJ Giddens,RB,IND,Q,0,0,0,0,0,33.3,140.5,1,8.4,58.3,0.3,10.5,0,0,0,0,0,0,0,36
Isaac TeSlaa,WR,DET,,0,0,0,0,0,0,0,0,23.8,300.7,3.2,37.6,0,0,0,0,0,0,0,72.8
Pat Bryant,WR,DEN,,0,0,0,0,0,0,0,0,28.4,320.5,2.1,45.2,0,0,0,0,0,0,0,72.8
Jaguars D/ST,DST,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4
Colts D/ST,DST,IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2
Evan McPherson,K,CIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.1
Nick Folk,K,ATL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.3
Greg Dulcich,TE,MIA,,0,0,0,0,0,0,0,0,51.7,580,1.7,75.4,0,0,0,0,0,0,0,119.2
Darren Waller,TE,CAR,,0,0,0,0,0,0,0,0,43.1,473.4,4,62.7,0,0,0,0,0,0,0,114.6
Cade Otton,TE,TB,Q,0,0,0,0,0,0,0,0,44.5,440.2,2.3,64,0,0,0,0,0,0,0,102.1
Marvin Mims Jr.,WR,DEN,Q,0,0,0,0,0,8.2,45.2,0.3,24.1,273.1,1.6,33.9,0,0,0,0,0,0,0,69.9
KaVontae Turpin,WR,DAL,,0,0,0,0,0,17.8,103.2,0.4,18.1,229.5,1.7,28.1,0,0,0,0,0,0,0,66.8
Xavier Hutchinson,WR,HOU,,0,0,0,0,0,2.1,12.4,0.1,25,310.8,1.5,43.9,0,0,0,0,0,0,0,66.4
Jack Bech,WR,LV,,0,0,0,0,0,0,0,0,27.7,315,1.2,43.5,0,0,0,0,0,0,0,65.9
Emanuel Wilson,RB,SEA,Q,0,0,0,0,0,11.4,48,0.4,1.4,10.3,0.1,1.8,0,0,0,0,0,0,0,9.9
Will Shipley,RB,PHI,,0,0,0,0,0,9.2,39.6,0.3,11.3,83.5,0.4,14.7,0,0,0,0,0,0,0,28
Geno Smith,QB,NYJ,,361.2,530.5,3815.3,20.4,14.4,58,220.1,1,0,0,0,0,0,0,0,0,0,0,0,232.3
Fernando Mendoza,QB,LV,,284.6,449.8,3058.9,14.2,10.5,52.1,226.1,1.9,0,0,0,0,0,0,0,0,0,0,0,187.5
Aaron Rodgers,QB,PIT,,362.8,568.1,3772.4,20.2,11.1,28.1,99.7,0.9,0,0,0,0,0,0,0,0,0,0,0,219.2
Deshaun Watson,QB,CLE,,191.4,311.3,2040.4,8.3,7,42,210.9,1,0,0,0,0,0,0,0,0,0,0,0,123.9
Tory Horton,WR,SEA,Q,0,0,0,0,0,0,0,0,21.6,299,2.3,35.3,0,0,0,0,0,0,0,65.5
Ted Hurst III,WR,TB,,0,0,0,0,0,0,0,0,22.8,294.7,2.1,37.3,0,0,0,0,0,0,0,64.9
Darnell Mooney,WR,NYG,,0,0,0,0,0,2.2,11.9,0.1,21.4,309,1.7,40.5,0,0,0,0,0,0,0,63.8
DeMario Douglas,WR,NE,,0,0,0,0,0,4.1,21.4,0.2,22.7,270.9,1.5,31.1,0,0,0,0,0,0,0,61.5
Savion Williams,WR,GB,,0,0,0,0,0,9,46.9,0.3,20.5,230.8,1.7,31.4,0,0,0,0,0,0,0,60.6
Phil Mafah,RB,DAL,Q,0,0,0,0,0,31.2,132.4,1.1,4.4,30.7,0.2,5.6,0,0,0,0,0,0,0,28.2
Najee Harris,RB,NYG,Q,0,0,0,0,0,66.7,268.5,1.4,8.1,50.5,0.3,10.1,0,0,0,0,0,0,0,50
Tahj Brooks,RB,CIN,,0,0,0,0,0,30.3,128.4,0.9,0,0,0,0,0,0,0,0,0,0,0,18.4
Trevor Etienne,RB,CAR,,0,0,0,0,0,12.3,52.4,0.3,4.1,29.3,0.1,5.2,0,0,0,0,0,0,0,16.7
Seth McGowan,RB,IND,,0,0,0,0,0,12.5,51.7,0.4,4.3,29.6,0.2,5.3,0,0,0,0,0,0,0,15.7
Kendre Miller,RB,NO,,0,0,0,0,0,23.8,99.9,0.5,1.5,10.9,0,2,0,0,0,0,0,0,0,15.9
Jawhar Jordan,RB,HOU,Q,0,0,0,0,0,12.6,54.1,0.3,0,0,0,0,0,0,0,0,0,0,0,6.9
Kaleb Johnson,RB,PIT,,0,0,0,0,0,8.6,35.9,0.2,0,0,0,0,0,0,0,0,0,0,0,4.8
Malachi Fields,WR,NYG,,0,0,0,0,0,0,0,0,23,279.9,1.5,35.5,0,0,0,0,0,0,0,59.9
Bengals D/ST,DST,CIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5
Bears D/ST,DST,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
Trey Smack,K,GB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
Jake Elliott,K,PHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.8
Evan Engram,TE,DEN,,0,0,0,0,0,0,0,0,47.3,464.8,2.2,67.8,0,0,0,0,0,0,0,106.6
David Njoku,TE,LAC,,0,0,0,0,0,0,0,0,39.9,416.7,3.9,58.4,0,0,0,0,0,0,0,104.4
Oronde Gadsden,TE,LAC,,0,0,0,0,0,0,0,0,30.3,321.7,2.5,42.5,0,0,0,0,0,0,0,77.3
Mike Gesicki,TE,CIN,,0,0,0,0,0,0,0,0,32.2,312.9,3.7,46,0,0,0,0,0,0,0,85.8
Michael Mayer,TE,LV,,0,0,0,0,0,0,0,0,37,363.9,1.3,54.4,0,0,0,0,0,0,0,81
Andrei Iosivas,WR,CIN,,0,0,0,0,0,2,11.1,0.1,20.5,234.8,2.1,34.5,0,0,0,0,0,0,0,58.2
Tutu Atwell,WR,MIA,,0,0,0,0,0,2.1,11.4,0.1,21.8,311.6,0.5,37.5,0,0,0,0,0,0,0,57
Tua Tagovailoa,QB,ATL,,204.1,301.7,2170.7,10.4,7.9,15.9,43.9,0.3,0,0,0,0,0,0,0,0,0,0,0,114.9
49ers D/ST,DST,SF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9
Jets D/ST,DST,NYJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5
Saints D/ST,DST,NO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6
Vikings D/ST,DST,MIN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3
Shedeur Sanders,QB,CLE,,147.2,231.6,1631.4,7.4,5.5,21.2,119.9,0.6,0,0,0,0,0,0,0,0,0,0,0,98
Kirk Cousins,QB,LV,,78.6,118.7,832.4,4.1,2.7,5.7,11,0.3,0,0,0,0,0,0,0,0,0,0,0,45.8
Kene Nwangwu,RB,NYJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
Isaac Guerendo,RB,SF,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brashard Smith,RB,KC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bam Knight,RB,ARI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
Dylan Laube,RB,LV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Rasheen Ali,RB,BAL,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Tyler Badie,RB,DEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Michael Penix Jr.,QB,ATL,Q,168.3,265.2,1884.4,9.5,5.1,19.3,76.7,0.9,0,0,0,0,0,0,0,0,0,0,0,113.6
Jake Tonges,TE,SF,,0,0,0,0,0,0,0,0,13.2,134.7,1,18.5,0,0,0,0,0,0,0,32.8
Colby Parkinson,TE,LAR,,0,0,0,0,0,0,0,0,28,291.5,3.1,39.4,0,0,0,0,0,0,0,75.4
Erick All Jr.,TE,CIN,,0,0,0,0,0,0,0,0,25.9,235.2,1.9,34.5,0,0,0,0,0,0,0,60.5
Darnell Washington,TE,PIT,,0,0,0,0,0,0,0,0,31,305.3,1.9,45.3,0,0,0,0,0,0,0,72.5
J.J. McCarthy,QB,MIN,,54.5,85.7,598.8,3.4,2.3,9.8,43.8,0.6,0,0,0,0,0,0,0,0,0,0,0,39.8
Carson Beck,QB,ARI,Q,40.8,66.1,450.5,2.6,1.5,6.6,29.4,0.3,0,0,0,0,0,0,0,0,0,0,0,29.3
Justin Fields,QB,KC,,12.8,20.6,140.5,0.9,0.4,2.8,15.3,0.2,0,0,0,0,0,0,0,0,0,0,0,10.7
Joe Flacco,QB,CIN,,15.3,24.7,164.8,1.3,0.7,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,10.5
Mac Jones,QB,SF,,14.7,22.4,145.7,0.9,0.6,0.9,2.2,0,0,0,0,0,0,0,0,0,0,0,0,8.6
Jacob Saylors,RB,DET,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
DeeJay Dallas,RB,JAX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Josh Williams,RB,TB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
Dawson Knox,TE,BUF,,0,0,0,0,0,0,0,0,24.9,265,2.8,35.8,0,0,0,0,0,0,0,68.2
Elijah Arroyo,TE,SEA,,0,0,0,0,0,0,0,0,24.1,264.2,1.7,35.3,0,0,0,0,0,0,0,60.6
Mason Taylor,TE,NYJ,,0,0,0,0,0,0,0,0,31.5,268.5,1.3,42.5,0,0,0,0,0,0,0,66.3
Theo Johnson,TE,NYG,,0,0,0,0,0,0,0,0,25.4,269.4,1.6,38,0,0,0,0,0,0,0,61.8
Cole Kmet,TE,CHI,,0,0,0,0,0,0,0,0,21.7,219.1,1.7,30.9,0,0,0,0,0,0,0,53.6
Ja'Tavion Sanders,TE,CAR,,0,0,0,0,0,0,0,0,19.5,164.3,1.1,26.1,0,0,0,0,0,0,0,42.3
Noah Gray,TE,KC,,0,0,0,0,0,0,0,0,26.1,262.3,1.4,38,0,0,0,0,0,0,0,60.8
Eli Stowers,TE,PHI,,0,0,0,0,0,4.6,19.9,0.2,10.8,106.9,0.8,14.7,0,0,0,0,0,0,0,29
Tyler Higbee,TE,LAR,,0,0,0,0,0,0,0,0,15.3,154.4,1.2,22.5,0,0,0,0,0,0,0,38.1
Max Klare,TE,LAR,,0,0,0,0,0,0,0,0,4,38.2,0.4,5.6,0,0,0,0,0,0,0,9.9
Tommy Tremble,TE,CAR,,0,0,0,0,0,0,0,0,18.4,176.5,1.3,26.1,0,0,0,0,0,0,0,43.6
Austin Hooper,TE,ATL,,0,0,0,0,0,0,0,0,20.6,181.2,0.8,27.4,0,0,0,0,0,0,0,43.4
Ty Simpson,QB,LAR,,13.5,21.9,146.4,1.2,0.6,1.1,4.8,0.1,0,0,0,0,0,0,0,0,0,0,0,10
Jameis Winston,QB,NYG,,13.6,22.3,163.2,0.9,0.9,0.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,8.6
Jarrett Stidham,QB,DEN,,13.8,22.2,161.5,1.1,0.6,1.6,6.8,0,0,0,0,0,0,0,0,0,0,0,0,10.4
Nick Mullens,QB,JAX,,15.4,23.7,179.5,1.1,0.8,1.1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,10.3
Jake Browning,QB,TB,,14.6,21.9,162.7,1,0.7,1.3,5.5,0.1,0,0,0,0,0,0,0,0,0,0,0,10.3
Tommy DeVito,QB,NE,,14.6,22.5,149.9,1,0.4,1.9,9.5,0.1,0,0,0,0,0,0,0,0,0,0,0,10.3
Marcus Mariota,QB,WSH,Q,14.3,22.6,166.1,1,0.7,1.8,9.8,0.1,0,0,0,0,0,0,0,0,0,0,0,10.2
Tyson Bagent,QB,CHI,Q,14.2,22.1,155.9,1,0.5,1.5,5.9,0.1,0,0,0,0,0,0,0,0,0,0,0,10.1
Sam Howell,QB,DAL,,13.8,21.9,144.5,1,0.7,1.3,6.9,0.1,0,0,0,0,0,0,0,0,0,0,0,9.5
Charlie Smyth,K,NO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.9
Wil Lutz,K,DEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.9
Tyler Bass,K,BUF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.8
Dominic Zvada,K,NYG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.2
Blake Grupe,K,IND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.8
Drew Stevens,K,WSH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.8
Andy Borregales,K,NE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.1
Riley Patterson,K,MIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.4
Matt Gay,K,LV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.1
Ryan Fitzgerald,K,CAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.1
Joey Slye,K,TEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.4
Chad Ryland,K,ARI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.7
Andre Szmyt,K,CLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.7
Jason Sanders,K,NYJ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.4
Giants D/ST,DST,NYG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Titans D/ST,DST,TEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
Cowboys D/ST,DST,DAL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7
Panthers D/ST,DST,CAR,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3
Commanders D/ST,DST,WSH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7
Falcons D/ST,DST,ATL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6
Raiders D/ST,DST,LV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9
Bills D/ST,DST,BUF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5
Cardinals D/ST,DST,ARI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7
Dolphins D/ST,DST,MIA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5
Troy Franklin,WR,DEN,,0,0,0,0,0,2,10.6,0.1,17,216.4,1.8,28.2,0,0,0,0,0,0,0,50.7
Kendrick Bourne,WR,ARI,,0,0,0,0,0,0,0,0,22.8,239.2,0.7,34.4,0,0,0,0,0,0,0,50.3
Malik Benson,WR,LV,,0,0,0,0,0,0,0,0,19.4,244.4,0.8,32.7,0,0,0,0,0,0,0,48.3
Kalif Raymond,WR,CHI,,0,0,0,0,0,4.6,27.2,0.2,19.2,186.9,0.9,25.7,0,0,0,0,0,0,0,48
Dyami Brown,WR,WSH,,0,0,0,0,0,0,0,0,15.9,216.9,1.6,25.8,0,0,0,0,0,0,0,47
Isaiah Williams,WR,NYJ,,0,0,0,0,0,2.2,12.7,0.1,18.8,185.9,0.7,26.5,0,0,0,0,0,0,0,46.8
Treylon Burks,WR,WSH,,0,0,0,0,0,0,0,0,15,217.8,1.4,25.8,0,0,0,0,0,0,0,45
Kyle Juszczyk,RB,SF,Q,0,0,0,0,0,4.4,18.6,0.2,20.4,162.1,0.9,26.3,0,0,0,0,0,0,0,44.9
Joshua Palmer,WR,BUF,,0,0,0,0,0,0,0,0,16.9,205.4,1.2,27.4,0,0,0,0,0,0,0,44.8
Cyrus Allen,WR,KC,,0,0,0,0,0,0,0,0,16.2,203.2,1.3,27.1,0,0,0,0,0,0,0,44
Devontez Walker,WR,BAL,,0,0,0,0,0,0,0,0,14.5,208.8,1.5,23.3,0,0,0,0,0,0,0,44
Elijah Higgins,TE,ARI,Q,0,0,0,0,0,0,0,0,20.9,182.1,0.7,28.6,0,0,0,0,0,0,0,43
Will Kacmarek,TE,MIA,,0,0,0,0,0,0,0,0,18.1,174.4,0.8,25.1,0,0,0,0,0,0,0,39.9
Colbie Young,WR,CIN,,0,0,0,0,0,0,0,0,14.1,176.3,1.3,23,0,0,0,0,0,0,0,39.6
Bryce Lance,WR,NO,,0,0,0,0,0,0,0,0,15.1,193.2,0.9,25.3,0,0,0,0,0,0,0,39.5
Chimere Dike,WR,TEN,,0,0,0,0,0,10.1,50.3,0.6,10.6,112.2,0.8,16.5,0,0,0,0,0,0,0,39.4
Drew Sample,TE,CIN,,0,0,0,0,0,0,0,0,17.3,146.3,1.2,23,0,0,0,0,0,0,0,38.8
Josh Oliver,TE,MIN,,0,0,0,0,0,0,0,0,16.7,150.8,1.1,22.1,0,0,0,0,0,0,0,38.4
Jaylin Lane,WR,WSH,,0,0,0,0,0,0,0,0,12.4,159.5,1.1,20.6,0,0,0,0,0,0,0,37.3
Christian Kirk,WR,SF,Q,0,0,0,0,0,0,0,0,13.1,175.7,1.1,21.7,0,0,0,0,0,0,0,37.3
Eli Raridon,TE,NE,,0,0,0,0,0,0,0,0,15.6,150.5,1.1,20.7,0,0,0,0,0,0,0,37
Charlie Kolar,TE,LAC,,0,0,0,0,0,0,0,0,14.7,148.8,1.1,21.2,0,0,0,0,0,0,0,36.2
Zavion Thomas,WR,CHI,,0,0,0,0,0,0,0,0,12.5,153.5,1.2,20.6,0,0,0,0,0,0,0,36.2
Noah Fant,TE,NO,,0,0,0,0,0,0,0,0,16.9,145.3,0.8,21.8,0,0,0,0,0,0,0,36.1
Cade Stover,TE,HOU,,0,0,0,0,0,4.2,9.7,0.1,15.5,133.7,0.7,21.9,0,0,0,0,0,0,0,34.8
John Bates,TE,WSH,Q,0,0,0,0,0,0,0,0,14.1,135.8,1.2,20.6,0,0,0,0,0,0,0,34.6
Hollywood Brown,WR,PHI,,0,0,0,0,0,0,0,0,12.4,153.8,1,19.7,0,0,0,0,0,0,0,33.8
Elijah Sarratt,WR,BAL,,0,0,0,0,0,0,0,0,11.1,165.8,1,18.6,0,0,0,0,0,0,0,33.6
Kevin Coleman Jr.,WR,MIA,Q,0,0,0,0,0,0,0,0,13.5,170.2,0.4,22.5,0,0,0,0,0,0,0,32.9
Olamide Zaccheaus,WR,ATL,,0,0,0,0,0,0,0,0,14.3,142.3,0.6,21.9,0,0,0,0,0,0,0,32.3
Jordan Whittington,WR,LAR,,0,0,0,0,0,2.3,12.1,0.1,11.3,128.2,0.9,16.9,0,0,0,0,0,0,0,31.7
Isaiah Bond,WR,CLE,,0,0,0,0,0,4.3,23.6,0.1,9.9,130.3,0.8,18.1,0,0,0,0,0,0,0,30.6
Ashton Dulin,WR,IND,,0,0,0,0,0,4.2,26.3,0.2,10,125.5,0.6,15.8,0,0,0,0,0,0,0,29.9
Tanner Hudson,TE,CIN,,0,0,0,0,0,0,0,0,13.1,110.3,0.9,17.2,0,0,0,0,0,0,0,29.4
Konata Mumpfield,WR,LAR,,0,0,0,0,0,0,0,0,9.9,126.7,1.1,16.9,0,0,0,0,0,0,0,29.2
Roman Wilson,WR,PIT,,0,0,0,0,0,0,0,0,11.8,135.1,0.6,19.8,0,0,0,0,0,0,0,28.9
Adam Trautman,TE,DEN,,0,0,0,0,0,0,0,0,11.7,113.3,1,16.9,0,0,0,0,0,0,0,28.8
Skyler Bell,WR,BUF,Q,0,0,0,0,0,0,0,0,10.1,136.5,0.8,17.2,0,0,0,0,0,0,0,28.5
Mack Hollins,WR,NE,,0,0,0,0,0,0,0,0,10.8,126.6,0.8,15.6,0,0,0,0,0,0,0,28.1
Luke Schoonmaker,TE,DAL,,0,0,0,0,0,0,0,0,11.4,110,0.9,16.9,0,0,0,0,0,0,0,27.7
Mo Alie-Cox,TE,IND,,0,0,0,0,0,0,0,0,10.7,113.9,0.9,15.8,0,0,0,0,0,0,0,27.6
Brenen Thompson,WR,LAC,,0,0,0,0,0,2.1,11.3,0.1,9.5,121.7,0.7,15.9,0,0,0,0,0,0,0,27.5
